ISBN_10,author,book_type,discounted_price,no_of_pages,original_price,published_date,publisher,title_of_book
9780748109487,Patricia Cornwell,eBook,,448,$11.99,2008-09-04,ePUB,Point Of Origin 
9780141391601,Vladimir Nabokov,eBook,,336,$15.99,2012-07-27,ePUB,Lolita 
9780748117338,Iain M. Banks,eBook,,400,$12.99,2010-10-07,ePUB,Surface Detail Culture: Book 9
9780755128006,Max Hennessy,eBook,$8.99,334,$9.89,2015-10-01,ePUB,Back To Battle 
9780749020057,Anna Jacobs,eBook,$12.99,300,$14.38,2016-08-18,ePUB,The Honeyfield Bequest From the multi-million copy bestselling author
9780241965085,Nina Stibbe,eBook,,200,$14.99,2013-11-07,ePUB,"Love, Nina Despatches from Family Life"
9780718196806,Richard J. Evans,eBook,,656,$18.99,2012-08-09,ePUB,The Coming of the Third Reich How the Nazis Destroyed Democracy and Seized Power in Germany
9780865478404,"Eddie Stern,Deepak Chopra",eBook,$15.99,,$19.51,2019-03-12,Format,One Simple Thing A New Look at the Science of Yoga and How It Can Transform Your Life
9780761144793,"Rick Gallop,Michael J Sole M D",Paperback,,164,$25.75,2010-01-01,Paperback,The G.I. Diet Glycemic Index
9780857897169,William Hartston,eBook,$6.99,300,$7.49,2011-10-01,ePUB,"The Things that Nobody Knows 501 Mysteries of Life, the Universe and Everything"
9780718189877,Kate Thompson,eBook,,248,$14.99,2018-08-23,ePUB,The Stepney Doorstep Society The remarkable true story of the women who ruled the East End through war and peace
9780141959184,C.S. Forester,eBook,,640,$15.99,2000-12-07,ePUB,The Young Hornblower Omnibus 
9780007510887,Terry Goodkind,eBook,,558,$11.99,2014-08-05,ePUB,Severed Souls (A Richard and Kahlan novel) A Richard and Kahlan Novel
9780748131006,"Elizabeth Taylor,Paul Bailey",eBook,,224,$12.99,2011-07-07,ePUB,Mrs Palfrey At The Claremont A Virago Modern Classic
9780755350674,Martina Cole,eBook,,672,$11.99,2008-09-04,ePUB,Close A gripping thriller of power and protection
9780748116065,Jim Butcher,eBook,,352,$12.99,2010-03-04,ePUB,Storm Front : Dresden Files Dresden Files : Book 1
9780141912868,Vladimir Nabokov,eBook,,352,$15.99,2012-09-06,ePUB,Pale Fire 
9781370737451,N.R. Walker,eBook,,,$0.00,2017-10-12,Format,Best of Both Worlds 
9780755379316,Sarah Winman,eBook,,336,$11.99,2011-03-03,ePUB,When God was a Rabbit From the bestselling author of STILL LIFE
9780446692649,James Patterson,Paperback,,419,$41.36,2003-08-01,Paperback,Cat & Mouse Alex Cross Series : Book 4
9781405919135,Dr Matthew Green,eBook,,336,$15.99,2015-06-18,ePUB,London A Travel Guide Through Time
9780141931388,"Charlene Lunnon,Lisa Hoodless",eBook,,288,$15.99,2009-08-06,ePUB,Abducted 
9781338188356,Maggie Stiefvater,eBook,$15.99,,$19.06,2019-11-05,Format,"Call Down the Hawk (The Dreamer Trilogy, Book 1) "
9780316182683,Monks of New Skete,eBook,,300,$29.99,2011-06-29,ePUB,The Art of Raising a Puppy (Revised Edition) 
9781405522304,Nora Ephron,eBook,,192,$12.99,2012-08-14,ePUB,Heartburn 40th Anniversary Edition
9780748116096,Jim Butcher,eBook,,416,$12.99,2010-03-04,ePUB,"Summer Knight The Dresden Files, Book Four"
9780141971391,Sufiya Ahmed,eBook,,384,$9.99,2012-03-01,ePUB,Secrets of the Henna Girl 
9780241971857,Nir Eyal,eBook,,256,$18.99,2014-11-04,ePUB,Hooked How to Build Habit-Forming Products
9780761193029,Polly Moore Ph.D.,eBook,,192,$19.99,2016-03-08,ePUB,The Natural Baby Sleep Solution Use Your Child's Internal Sleep Rhythms for Better Nights and Naps
9780241950609,"John Wyndham,M. John Harrison",eBook,,224,$15.99,2010-04-01,ePUB,The Chrysalids 
9780755387182,James Patterson,eBook,,321,$12.99,2011-04-28,ePUB,London Bridges 
9780241965306,Zadie Smith,eBook,,432,$15.99,2016-11-15,ePUB,Swing Time LONGLISTED for the Man Booker Prize 2017
9780241956007,Michael Lewis,eBook,,288,$14.99,2011-01-27,ePUB,The Big Short Inside the Doomsday Machine
9780307595515,Gary Taubes,eBook,$19.99,,$23.99,2010-12-28,Format,Why We Get Fat: And What to Do About It And What to Do About It
9780141907055,Lesley Pearse,eBook,,576,$15.99,2005-01-13,ePUB,Secrets 
9780141905914,George Orwell,eBook,,144,$10.99,2003-06-05,ePUB,Animal Farm 
9780241965177,John le Carré,eBook,,320,$15.99,2013-04-25,ePUB,A Delicate Truth 
9780547677538,Christine Ammer,eBook,$22.99,512,$28.59,2018-06-01,ePUB,The American Heritage Dictionary of Idioms American English Idiomatic Expressions & Phrases
9780748114399,Clive Cussler,eBook,,400,$11.99,2009-09-17,ePUB,Iceberg 
9781405940948,"Jason Hazeley,Joel Morris",eBook,,56,$14.99,2018-10-25,ePUB,The Story of Brexit 
9780141352015,Rick Riordan,eBook,,1024,$73.99,2013-07-04,ePUB,"Percy Jackson The Complete Series (Books 1, 2, 3, 4, 5)"
9780141978154,Michael Lewis,eBook,,320,$15.99,2014-03-31,ePUB,Flash Boys 
9780297864097,Ben Wilson,eBook,,544,$11.99,2013-07-25,ePUB,Empire of the Deep The Rise and Fall of the British Navy
9780571350414,Emma Carroll,eBook,$9.99,256,$10.99,2019-02-05,ePUB,When we were Warriors 'The Queen of Historical Fiction at her finest.' Guardian
9781538711804,David Baldacci,Paperback,,656,$41.50,2019-01-29,Paperback,Total Control 
9780575097636,Ben Aaronovitch,eBook,,384,$11.99,2011-04-21,ePUB,Moon Over Soho Book 2 in the #1 bestselling Rivers of London series
9781119477266,Amy C. Edmondson,eText,,,$38.49,2018-11-14,Format,"The Fearless Organization Creating Psychological Safety in the Workplace for Learning, Innovation, and Growth"
9780748112579,Brent Weeks,eBook,,656,$12.99,2009-06-11,ePUB,Shadow's Edge Book 2 of the Night Angel
9780375981364,"Sue Fliess,Bob Staake",eBook,$7.99,,$8.79,2013-08-06,Format,"Robots, Robots Everywhere "
9781328686008,Jan Thomas,eBook,,,$5.99,2018-06-19,Format,The Doghouse 
9780486499055,Garcia Loaeza,Paperback,$12.95,80,$12.99,2013-03-21,Paperback,Easy Spanish Phrase Book New Edition 
9780241970409,William Boyd,eBook,,352,$15.99,2013-12-19,ePUB,A Good Man in Africa 
9780857201829,Lynda La Plante,eBook,,496,$16.99,2011-06-23,ePUB,Blood Line 
9780141363943,Rick Riordan,eBook,,528,$9.99,2016-05-03,ePUB,The Hidden Oracle (The Trials of Apollo Book 1) 
9780575095908,Joe Abercrombie,eBook,,480,$12.99,2019-09-17,ePUB,A Little Hatred The First in the Epic Sunday Times Bestselling Series
9781401924829,Cheryl Richardson,eBook,$14.99,113,$17.59,2009-01-01,ePUB,The Art of Extreme Self-Care 12 Practical and Inspiring Ways to Love Yourself More
9781448103683,Haruki Murakami,eBook,,416,$15.99,2011-10-10,ePUB,Hard-Boiled Wonderland and the End of the World 
9780862788438,"Greg Harkin,Martin Ingram",Paperback,,280,$36.90,2004-02-18,Paperback,Stakeknife Britain's Secret Agents in Ireland
9780141910673,Lesley Pearse,eBook,,752,$15.99,2006-05-04,ePUB,Never Look Back 
9780141346106,John Green,eBook,,272,$9.99,2012-06-28,ePUB,An Abundance of Katherines 
9780749015763,Flo Wadlow,eBook,,,$8.99,2013-09-26,Format,Over a Hot Stove Life below stairs in Britain's great houses: the charming memoirs of a 1930s kitchen maid
9780785170402,"Daniel Way,Paco Medina",eBook,$10.99,,$13.19,2014-06-25,Format,Deadpool Vol. 1 Secret Invasion
9781101171127,"Roberta Edwards,Who HQ,John O'Brien",eBook,$7.99,112,$8.79,2009-12-24,ePUB,Who Is Barack Obama? 
9781405909747,Mary Burton,eBook,,432,$15.99,2013-11-07,ePUB,No Escape 
9781405523646,Carole Matthews,eBook,,416,$12.99,2013-01-01,ePUB,It's Now or Never A feel-good and funny read from the Sunday Times bestseller
9780752483115,John Matson,eBook,$15.99,192,$18.49,2012-02-29,ePUB,"Sandringham Days The Domestic Life of the Royal Family in Norfolk, 1862-1952"
9780007298976,Stuart MacBride,eBook,,480,$3.99,2009-02-02,ePUB,Cold Granite Logan McRae: Book 1
9781405925327,James Oswald,eBook,,448,$14.99,2018-01-25,ePUB,The Gathering Dark Inspector McLean 8
9780748110827,Nora Roberts,eBook,,448,$12.99,2008-11-06,ePUB,Blue Smoke 
9780575097674,Ben Aaronovitch,eBook,,384,$12.99,2012-06-21,ePUB,Whispers Under Ground Book 3 in the #1 bestselling Rivers of London series
9780356504186,James S. A. Corey,eBook,,592,$11.99,2014-06-05,ePUB,Cibola Burn Expanse: Book 4
9781405511988,David Gemmell,eBook,,432,$11.99,2011-12-01,ePUB,Legend 
9781405514972,Robert Galbraith,eBook,,464,$12.99,2014-06-19,ePUB,The Silkworm Cormoran Strike: Book 2
9781370393756,Lindsay Buroker,eBook,,,$6.87,2018-04-24,Format,"Oaths (Dragon Blood, Book 8) "
9780241978719,Bart van Es,eBook,,256,$15.99,2018-08-02,ePUB,"The Cut Out Girl A Story of War and Family, Lost and Found: The Costa Book of the Year 2018"
9780718197186,Mollie Moran,eBook,,320,$14.99,2013-03-14,ePUB,Aprons and Silver Spoons The heartwarming memoirs of a 1930s scullery maid
9780755382644,Rosie Goodwin,eBook,,366,$12.99,2010-12-23,ePUB,Moonlight and Ashes A moving wartime saga from the Sunday Times bestseller
9780241982419,Gerald Durrell,eBook,,320,$14.99,2017-04-20,ePUB,My Family and Other Animals 
9780241983522,Nicholas Coleridge,eBook,,400,$15.99,2019-09-26,ePUB,"The Glossy Years Magazines, Museums and Selective Memoirs"
9780547348063,Dorie Greenspan,eBook,,,$9.99,2013-07-23,Format,Baking From My Home to Yours
9780141910116,"John Dos Passos,Jay McInerney",eBook,,368,$15.99,2000-08-31,ePUB,Manhattan Transfer 
9780748109432,Mark Billingham,eBook,,448,$12.99,2008-09-04,ePUB,Lazybones 
9781407070261,Lee Child,eBook,,576,$16.99,2008-09-22,ePUB,Echo Burning Jack Reacher: Book 5
9780241283226,Cara Hunter,eBook,,480,$15.99,2018-07-12,ePUB,In The Dark from the Sunday Times bestselling author of Close to Home
9780830845507,"Tim Muehlhoff,Clinton E. Arnold",Paperback,$27.50,176,$31.64,2018-11-13,Paperback,Defending Your Marriage - The Reality of Spiritual Battle 
9780241251003,Philippa Perry,eBook,,288,$16.99,2019-03-07,ePUB,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did) THE #1 SUNDAY TIMES BESTSELLER
9780670921621,Eric Ries,eBook,,336,$18.99,2011-10-06,ePUB,The Lean Startup The Million Copy Bestseller Driving Entrepreneurs to Success
9780751562835,Michael Robotham,eBook,,400,$11.99,2018-06-26,ePUB,The Other Wife Joseph O'Loughlin: Book 9
9780571246045,Michael Dibdin,eBook,$11.99,480,$13.19,2008-09-04,ePUB,End Games 
9780241974995,Nina Stibbe,eBook,,320,$15.99,2019-03-28,ePUB,Reasons to be Cheerful Winner of the 2019 Bollinger Everyman Wodehouse Prize for Comic Fiction
9780007569243,Lauren Weisberger,Paperback,$19.75,432,$22.99,2016-12-19,Paperback,"The Singles Game Secrets and Scandal, the Smash Hit Read of the Summer"
9780141951409,Alex McBride,eBook,,288,$15.99,2010-04-01,ePUB,Defending the Guilty Truth and Lies in the Criminal Courtroom
9781311502452,Arnie Lightning,eBook,,,$1.42,2015-06-03,Format,Wiggly the Worm 
9780141886374,Evelyn Waugh,eBook,,288,$15.99,2012-05-31,ePUB,A Handful of Dust 
9780718196332,Conn Iggulden,eBook,,512,$15.99,2013-10-10,ePUB,Stormbird The Wars of the Roses (Book 1)
9780141907529,"Charlotte Bronte,Stevie Davies",eBook,,624,$9.99,2006-06-29,ePUB,Jane Eyre 
9780141923482,"Susan Shillinglaw,John Steinbeck",eBook,,176,$15.99,2000-09-07,ePUB,Cannery Row 
9780141979519,"Georges Simenon,David Watson",eBook,,112,$15.99,2015-03-05,ePUB,Liberty Bar Inspector Maigret #17
9780761148357,Marti Olsen Laney Psy.D.,eBook,,336,$23.99,2002-02-01,ePUB,The Introvert Advantage How Quiet People Can Thrive in an Extrovert World
9780349006895,"Anne Lister,Helena Whitbread",eBook,,224,$9.99,2015-02-24,ePUB,"The Secret Diaries of Miss Anne Lister - Vol.2 The Secret Diaries of Miss Anne Lister, the Inspiration for Gentleman Jack"
9780141923086,John Updike,eBook,,336,$15.99,2006-02-23,ePUB,Villages 
9780141906072,Naomi Alderman,eBook,,288,$15.99,2007-04-05,ePUB,"Disobedience From the author of The Power, winner of the Baileys Women's Prize for Fiction 2017"
9780748113507,Marilynne Robinson,eBook,,288,$11.99,2009-05-07,ePUB,Gilead An Oprah's Book Club Pick
9780575119574,Richard Matheson,eBook,,176,$9.99,2011-09-01,ePUB,I Am Legend The chilling horror masterpiece that you won't be able to put down
9780141902258,Chris Mooney,eBook,,416,$15.99,2007-05-03,ePUB,The Missing 
9780141927374,Laurie Lee,eBook,,544,$18.99,2000-01-01,ePUB,"Red Sky at Sunrise Cider with Rosie, As I Walked Out One Midsummer Morning, A Moment of War"
9781405515979,Chris Brookmyre,eBook,,416,$12.99,2013-08-01,ePUB,Flesh Wounds 
9781101200407,Jan Karon,eBook,$16.99,304,$20.57,2004-09-28,ePUB,Shepherds Abiding 
9780141929873,"Roald Dahl,Quentin Blake",eBook,,160,$9.99,2007-09-06,ePUB,James and the Giant Peach (Binaural Edition)
9780761187141,"David Bowers,Sharon Bowers",eBook,,448,$23.99,2016-06-14,ePUB,The Useful Book 201 Life Skills They Used to Teach in Home Ec and Shop
9780748113354,Margaret Atwood,eBook,,448,$12.99,2009-09-03,ePUB,Oryx And Crake 
9780141914176,"Albert Camus,Justin O'Brien,James Wood",eBook,,208,$15.99,2013-10-31,ePUB,The Myth of Sisyphus 
9780842379427,Randy Alcorn,Hardcover,$45.90,560,$50.99,2004-10-01,Hardcover,Heaven 
9780755379927,Neil Gaiman,eBook,,521,$12.99,2011-11-10,ePUB,American Gods 
9781119209614,Patrick M. Lencioni,eBook,,240,$29.99,2016-05-13,ePUB,The Ideal Team Player How to Recognize and Cultivate The Three Essential Virtues
9781612120133,Gail Damerow,Paperback,$43.25,496,$45.00,2015-12-29,Paperback,"The Chicken Health Handbook A Complete Guide to Maximizing Flock Health and Dealing with Disease, 2nd Edition"
9780575132498,Ben Aaronovitch,eBook,,320,$12.99,2013-07-25,ePUB,Broken Homes Book 4 in the #1 bestselling Rivers of London series
9780241349038,Serhii Plokhy,eBook,,256,$15.99,2018-05-15,ePUB,Chernobyl History of a Tragedy
9780755350711,Martina Cole,eBook,,300,$11.99,2009-12-10,ePUB,The Ladykiller A deadly thriller filled with shocking twists
9780141040035,Lisa Jewell,eBook,,512,$15.99,2005-08-04,ePUB,Vince and Joy The unforgettable bestseller from the No. 1 bestselling author of The Family Upstairs
9780463655368,S.J.A. Turney,eBook,,,$7.56,2019-07-04,Format,Marius' Mules XII Sands of Egypt
9781101533512,Julie Garwood,eBook,$12.99,1,$15.42,2011-07-05,ePUB,The Secret Highlands' Lairds : Book 1
9780767922968,Karl Shaw,eBook,$7.99,,$8.55,2007-02-13,Format,5 People Who Died During Sex and 100 Other Terribly Tasteless Lists
9780241388457,Malorie Blackman,eBook,,496,$14.99,2019-08-08,ePUB,Crossfire 
9780748116973,Brent Weeks,eBook,,480,$11.99,2010-08-26,ePUB,The Black Prism Lightbringer: Book 1
9781310518997,Jason Cannon,eBook,,,$0.00,2015-05-16,Format,Bash Command Line Pro Tips 
9780141373836,Robin Stevens,eBook,,352,$9.99,2018-10-04,ePUB,Death in the Spotlight A Murder Most Unladylike Mystery
9780718198114,"Tom Clancy,Mark Greaney",eBook,,720,$15.99,2012-12-06,ePUB,Threat Vector INSPIRATION FOR THE THRILLING AMAZON PRIME SERIES JACK RYAN
9780141913872,Isak Dinesen,eBook,,336,$14.99,2001-09-27,ePUB,Out of Africa 
9780297609322,Hairy Bikers,eBook,,192,$19.99,2016-05-19,ePUB,The Hairy Dieters Fast Food
9781405513463,"Daphne Du Maurier,Sally Beauman",eBook,,448,$11.99,2012-02-09,ePUB,Rebecca The bestselling classic and unforgettable gothic thriller
9780755352456,Victoria Hislop,eBook,,300,$12.99,2008-02-10,ePUB,The Return The 'captivating and deeply moving' Number One bestseller
9780748116584,Jim Butcher,eBook,,528,$12.99,2010-03-04,ePUB,"Proven Guilty The Dresden Files, Book Eight"
9780748110025,Iain M. Banks,eBook,,416,$12.99,2008-09-04,ePUB,Inversions Culture: Book 6
9780241307168,Philip Hensher,eBook,,432,$15.99,2018-10-04,ePUB,The Penguin Book of the Contemporary British Short Story 
9780547488981,"Lois Lowry,Middy Thomas",eBook,,96,$14.99,2010-04-01,ePUB,Gooney Bird Greene 
9781311220516,Michael G. Manning,eBook,,,$5.00,2015-05-09,Format,Thornbear 
9780761171256,Austin Kleon,eBook,,160,$19.99,2012-02-28,ePUB,Steal Like an Artist 10 Things Nobody Told You About Being Creative
9780994135551,Leeanna Morgan,eBook,,,$9.25,2018-10-16,Format,Falling For You A Sweet Small Town Romance
9780463273975,Stephen Leather,eBook,,,$8.12,2018-07-03,Format,Tennessee Night (The 8th Jack Nightingale Novel) 
9780141375649,Karen M. McManus,eBook,,240,$12.99,2017-06-01,ePUB,One Of Us Is Lying TikTok made me buy it
9781118656402,Yves Pigneur Alexander Osterwalder,eText,,288,$45.09,2013-02-01,ePUB,"Business Model Generation A Handbook for Visionaries, Game Changers, and Challengers"
9780141971094,Josh Kaufman,eBook,,464,$18.99,2011-02-03,ePUB,The Personal MBA A World-Class Business Education in a Single Volume
9780141985145,Michael Pollan,eBook,,400,$15.99,2018-05-17,ePUB,How to Change Your Mind The New Science of Psychedelics
9781407047201,Christopher Paolini,eBook,,528,$12.99,2009-03-08,ePUB,Eragon: Book One Book One
9781405909754,Mary Burton,eBook,,432,$15.99,2014-08-14,ePUB,You're Not Safe 
9780141959801,"Leo Tolstoy,Anthony Briggs,Orlando Figes",eBook,,1472,$14.99,2009-02-26,ePUB,War And Peace Penguin Classics
9780241957141,Julie Orringer,eBook,,624,$15.99,2011-03-29,ePUB,The Invisible Bridge 
9780241984925,Jonathan Safran Foer,eBook,,352,$15.99,2019-09-17,ePUB,We are the Weather Saving the Planet Begins at Breakfast
9780141961392,Lucinda Riley,eBook,,592,$15.99,2010-11-25,ePUB,Hothouse Flower The romantic and moving novel from the bestselling author of The Seven Sisters series
9780473330347,Shelley Munro,eBook,,,$5.99,2018-10-15,Format,Innocent Next Door 
9780349139876,Piper Kerman,eBook,,352,$11.99,2013-07-11,ePUB,Orange Is the New Black My Time in a Women's Prison
9781101621615,Barbara Oakley PhD,eBook,,272,$5.99,2014-07-31,ePUB,A Mind For Numbers How to Excel at Math and Science (Even If You Flunked Algebra)
9780993413018,Mark Horrell,eBook,,,$7.99,2020-02-24,Format,Seven Steps from Snowdon to Everest A hill walker's journey to the top of the world
9780748120789,Arthur C. Clarke,eBook,,288,$11.99,2010-06-03,ePUB,2001 A Space Odyssey
9780071772204,"Kerry Patterson,Joseph Grenny,Ron McMillan,Al Switzler",eBook,$21.99,288,$26.41,2011-12-13,ePUB,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition "
9780755128037,Max Hennessy,eBook,$7.99,284,$8.79,2015-10-01,ePUB,The Challenging Heights 
9780241983386,Robert Graves,eBook,,784,$18.99,2017-09-28,ePUB,The Greek Myths The Complete and Definitive Edition
9780141928739,"Steven D. Levitt,Stephen J. Dubner",eBook,,336,$15.99,2006-10-05,ePUB,Freakonomics A Rogue Economist Explores the Hidden Side of Everything
9780141941998,Roald Dahl,eBook,,208,$15.99,2002-03-28,ePUB,My Uncle Oswald 
9780753553114,James O'Brien,eBook,,240,$18.99,2018-11-01,ePUB,How To Be Right ... in a world gone wrong
9780993324789,Max Hertzberg,eBook,,,$4.99,2018-10-17,Format,Stasi Vice An East German Crime Novel
9781405909846,"Jussi Adler-Olsen,Martin Aitken",eBook,,464,$14.99,2014-02-27,ePUB,Guilt Department Q 4
9780307483775,George R. Elford,eBook,$11.99,,$14.66,2008-12-18,Format,Devil's Guard 
9781370687138,Maureen Straka,eBook,,,$0.00,2018-04-21,Format,The New Kid Surviving Middle School Is Tough!
9780141927411,Allen Carr,eBook,,224,$14.99,2000-01-01,ePUB,Allen Carr's Easyweigh to Lose Weight The revolutionary method to losing weight fast from international bestselling author of The Easy Way to Stop Smoking
9781409007012,Stephen Fry,eBook,,448,$15.99,2011-02-22,ePUB,Moab Is My Washpot 
9781405909877,"Clive Cussler,Dirk Cussler",eBook,,528,$15.99,2012-11-20,ePUB,Poseidon's Arrow Dirk Pitt #22
9780141902715,"Penelope Lively,Anthony Thwaite",eBook,,224,$15.99,2006-04-27,ePUB,Moon Tiger 
9781405934664,Gillian McAllister,eBook,,400,$15.99,2019-04-18,ePUB,The Evidence Against You The gripping bestseller from the author of Richard & Judy pick That Night
9781405937115,"Clive Cussler,Boyd Morrison",eBook,,480,$14.99,2018-09-20,ePUB,Shadow Tyrants Oregon Files #13
9780141912561,"Jack Kerouac,Ann Charters",eBook,,320,$15.99,2011-07-21,ePUB,On the Road 
9780761178682,Gregory Stock,eBook,,250,$19.99,2013-09-10,ePUB,The Book of Questions Revised and Updated
9781407016054,Anne Tyler,eBook,,336,$15.99,2010-02-23,ePUB,Ladder of Years 
9780297857945,Lady Antonia Fraser,eBook,,640,$17.99,2010-06-24,ePUB,Marie Antoinette 
9780571332823,Emma Carroll,eBook,$9.99,304,$10.99,2019-10-01,ePUB,The Somerset Tsunami 'The Queen of Historical Fiction at her finest.' Guardian
9781405918909,Mary Burton,eBook,,307,$15.99,2014-11-06,ePUB,Cover Your Eyes 
9780141970615,Lucinda Riley,eBook,,576,$15.99,2011-10-27,ePUB,The Girl on the Cliff The compelling family drama from the bestselling author of The Seven Sisters series
9780748122967,James S. A. Corey,eBook,,448,$4.99,2011-06-02,ePUB,Leviathan Wakes Expanse: Book 1
9780755374014,Karen Rose,eBook,,469,$11.99,2012-11-08,ePUB,Did You Miss Me? 
9780547504186,George Orwell,eBook,,,$15.99,2003-06-01,Format,Animal Farm And 1984 
9780857207609,Philippa Gregory,eBook,,608,$13.99,2014-08-14,ePUB,The King's Curse 
9780141980867,Naomi Klein,eBook,,576,$18.99,2014-10-02,ePUB,The Shock Doctrine The Rise of Disaster Capitalism
9780141969985,Ally Condie,eBook,,384,$12.99,2011-11-24,ePUB,Crossed 
9781101903094,"Erin Oprea,Carrie Underwood",eBook,$15.99,,$18.85,2016-02-02,Format,"The 4 x 4 Diet 4 Key Foods, 4-Minute Workouts, Four Weeks to the Body You Want"
9780008168186,Sebastian Junger,Paperback,$18.25,192,$19.99,2017-06-02,Paperback,Tribe On Homecoming and Belonging
9780241003114,Paul Dolan,eBook,,208,$15.99,2014-08-28,ePUB,Happiness by Design Finding Pleasure and Purpose in Everyday Life
9780241309117,Dr Anjali Mahto,eBook,,256,$18.99,2018-04-05,ePUB,The Skincare Bible Your No-Nonsense Guide to Great Skin
9780297863854,Simon Sebag Montefiore,eBook,,820,$13.99,2010-06-03,ePUB,Stalin The Court of the Red Tsar
9780748109999,Iain M. Banks,eBook,,480,$12.99,2008-09-04,ePUB,Consider Phlebas Culture: Book 1
9780241959602,Malcolm Gladwell,eBook,,304,$15.99,2013-10-03,ePUB,"David and Goliath Underdogs, Misfits and the Art of Battling Giants"
9781405937146,"Clive Cussler,Graham Brown",eBook,,480,$15.99,2018-11-06,ePUB,Sea of Greed NUMA Files #16
9780751565713,Tom Wood,eBook,,480,$11.99,2018-07-26,ePUB,Kill For Me 
9780345513113,"Bill Simmons,Malcolm Gladwell",eBook,$17.99,,$22.29,2009-10-27,Format,The Book of Basketball The NBA According to The Sports Guy
9780748112524,Stephenie Meyer,eBook,,608,$11.99,2009-02-26,ePUB,New Moon Twilight Saga: Book 2
9780755372263,Maggie O'Farrell,eBook,,145,$11.99,2009-11-12,ePUB,The Vanishing Act of Esme Lennox 
9780486111612,Jules Verne,eBook,,160,$1.45,2012-02-02,ePUB,Journey to the Center of the Earth 
9780679720201,Albert Camus,Paperback,$21.75,144,$24.99,2014-12-15,Paperback,The Stranger 
9781844082414,Sarah Waters,Paperback,$21.75,506,$24.99,2006-06-01,Paperback,The Night Watch 
9780141912752,Tim Blanning,eBook,,736,$19.99,2008-02-28,ePUB,The Pursuit of Glory Europe 1648-1815
9781405930833,"Ragnar Jónasson,Victoria Cribb",eBook,,350,$15.99,2019-04-04,ePUB,"The Island Hidden Iceland Series, Book Two"
9780753545386,"Morgan Brown,Sean Ellis",eBook,,320,$19.99,2017-04-27,ePUB,Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success
9780748109449,Mark Billingham,eBook,,480,$12.99,2008-09-04,ePUB,Lifeless 
9781405910286,Sylvia Day,eBook,,400,$15.99,2013-06-04,ePUB,Entwined with You A Crossfire Novel
9780307559517,Queen Afua,eBook,$19.99,,$23.99,2012-06-20,Format,"Sacred Woman A Guide to Healing the Feminine Body, Mind, and Spirit"
9780670923533,Brené Brown,eBook,,304,$16.99,2013-01-17,ePUB,"Daring Greatly How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
9780141394145,"Erri De Luca,Jill Foulston",eBook,,208,$15.99,2016-07-07,ePUB,The Day Before Happiness 
9780446551076,David Rosenfelt,eBook,,300,$13.99,2008-11-15,ePUB,Open and Shut 
9780748117093,Patricia Cornwell,eBook,,512,$11.99,2010-10-28,ePUB,Port Mortuary 
9780755371402,Adele Parks,eBook,,354,$12.99,2013-07-04,ePUB,"The State We're In A unforgettable, heart-stopping love story from the No.1 Sunday Times bestseller"
9780718197445,Christopher Andrew,eBook,,1072,$19.99,2012-04-26,ePUB,The Defence of the Realm The Authorized History of MI5
9780241189467,"Sam Selvon,Nasta Susheila",eBook,,160,$15.99,2014-09-25,ePUB,The Lonely Londoners 
9781408851746,Ben Macintyre,eBook,$15.99,368,$18.39,2014-03-03,ePUB,A Spy Among Friends Now a major ITV series starring Damian Lewis and Guy Pearce
9780571338658,Peter Pomerantsev,eBook,$14.99,300,$16.49,2019-07-30,ePUB,This Is Not Propaganda Adventures in the War Against Reality
9781405515092,Kate Ellis,eBook,,384,$12.99,2014-01-02,ePUB,The Shroud Maker Book 18 in the DI Wesley Peterson crime series
9780748108527,Åsne Seierstad,eBook,,288,$11.99,2008-09-04,ePUB,The Bookseller Of Kabul The International Bestseller - 'An intimate portrait of Afghani people quite unlike any other' SUNDAY TIMES
9780748115341,Robert Jordan,eBook,,832,$16.99,2009-10-27,ePUB,The Eye of the World Wheel of Time: Book 1
9781407035086,Terry Pratchett,eBook,,464,$15.99,2009-12-01,ePUB,Jingo (Discworld Novel 21)
9781101575918,Lisa Wingate,eBook,$11.99,336,$14.66,2003-02-04,ePUB,Tending Roses 
9780241960196,"Tom Clancy,Peter Telep",eBook,,768,$15.99,2011-08-11,ePUB,Against All Enemies 
9780765325945,"Robert Jordan,Brandon Sanderson",Hardcover,,864,$66.90,2010-11-02,Hardcover,Towers of Midnight (US EDITION) Wheel of Time: Book 13
9780743483292,Brad Thor,eBook,,432,$9.99,2003-04-25,ePUB,The Lions of Lucerne Scot Harvath : Book 1
9780006174547,Tom Clancy,Paperback,,624,$28.90,1989-12-01,Paperback,The Cardinal of the Kremlin Jack Ryan : Book 3
9781370752324,J.T. Edson,eBook,,,$2.59,2017-12-31,Format,The Floating Outfit 19 The Wildcats
9781473526938,Fiona Barton,eBook,,448,$15.99,2017-06-29,ePUB,"The Child the clever, addictive, must-read Richard and Judy Book Club bestselling crime thriller"
9780748125821,Nora Roberts,eBook,,352,$11.99,2011-11-01,ePUB,The Next Always Inn BoonsBoro : Book 1
9780755350698,Martina Cole,eBook,,640,$11.99,2008-09-04,ePUB,"Maura's Game A gripping crime thriller of danger, determination and one unstoppable woman"
